ipa	etymological_group
h ʌ tʰ ɑ l	sino
h ʌ h ʌ	sino
h ʌ n k ɯ m	sino
h ʌ n p ʌ p	sino
h ʌ n p jʌ ŋ	sino
h ʌ n s i n	sino
h ʌ n tɕ ɑ ŋ	sino
h ʌ ŋ k ʌ pʰ	native
h ɛ k ɛ m o n i	loan
h jʌ	native
h jʌ k m jʌ ŋ	sino
h jʌ k s i n	sino
h jʌ k tɕ i n	sino
h jʌ n	sino
h jʌ n k wa n	sino
h jʌ n k ɯ m	sino
h jʌ n t ɛ	sino
h jʌ n l ɑ n	sino
h jʌ n m jʌ ŋ	sino
h jʌ n s ɑ ŋ	sino
h jʌ n s ɛ	sino
h jʌ n s u	sino
h jʌ n s u n	sino
h jʌ n s i l	sino
h jʌ n ɑ n	sino
h jʌ n jʌ k	sino
h jʌ n u	sino
h jʌ n tɕ ɑ ŋ	sino
h jʌ n tɕ ɛ	sino
h jʌ n tɕ ʌ	sino
h jʌ n tɕ o n	sino
h jʌ n tɕ u	sino
h jʌ n tɕ i	sino
h jʌ n tɕ i k	sino
h jʌ n h ɛ ŋ	sino
h jʌ n h wa ŋ	sino
h jʌ n h u n	sino
h jʌ l	sino
h jʌ l k wa n	sino
h jʌ l ɑ p	sino
h jʌ l ɛ k	sino
h jʌ l jʌ n	sino
h jʌ l tʰ o ŋ	sino
h jʌ m o	sino
h jʌ m ɰi	sino
h jʌ p t o ŋ	sino
h jʌ p l jʌ k	sino
h jʌ p p ɑ k	sino
h jʌ p s ɑ ŋ	sino
h jʌ p ja k	sino
h jʌ p ɰi	sino
h jʌ p tɕ ʌ ŋ	sino
h jʌ p tɕ o	sino
h jʌ p h wɛ	sino
h jʌ ŋ	sino
h jʌ ŋ k u k	sino
h jʌ ŋ k i	sino
h jʌ ŋ m i n	sino
h jʌ ŋ p ʌ l	sino
h jʌ ŋ p ʌ p	sino
h jʌ ŋ p u	sino
h jʌ ŋ s ɑ	sino
h jʌ ŋ s ɑ ŋ	sino
h jʌ ŋ s ʌ ŋ	sino
h jʌ ŋ s i k	sino
h jʌ ŋ tɕ ɛ	sino
h jʌ ŋ tɕ i l	sino
h jʌ ŋ tɕʰ ɛ	sino
h jʌ ŋ tʰ ɛ	sino
h jʌ ŋ pʰ jʌ n	sino
h jʌ ŋ pʰ jʌ ŋ	sino
h jɛ tʰ ɛ k	sino
h o	sino
h o k ɑ m	sino
h o k u	sino
h o n ɑ m	sino
h o t ɯ l k ɑ p	native
h o l ɯ m o n	loan
h o m i	native
h o p ɑ k	native
h o s o	sino
h o s u	sino
h o s ɯ pʰ i s ɯ	loan
h o ɯ ŋ	sino
h o ɰi	sino
h o tɕ ɑ ŋ	sino
h o tɕ ʌ n	sino
h o tɕ o	sino
h o tɕ u	sino
h o tɕʰ u l	sino
h o tɕʰ i ŋ	sino
h o tʰ ɛ l	loan
h o tʰ o ŋ	native
h o h wa	sino
h o h wa ŋ	sino
h o h ɯ p	sino
h o k	sino
h o n	sino
h o n t o n	sino
h o n t o ŋ	sino
h o n l ɑ n	sino
h o n l jɛ	sino
h o n m i	sino
h o n s ʌ n	sino
h o n s u	sino
h o n i n	sino
h o n tɕ ɑ	native
h o n tɕ ɑ p	sino
h o n tʰ ɑ k	sino
h o n h ɑ p	sino
h o m l ʌ n	loan
h o m pʰ ɛ i tɕ i	loan
h o ŋ	sino
h o ŋ p o	sino
h o ŋ s u	sino
h o ŋ ʌ p	sino
h wa	sino
h wa k ɑ	sino
h wa t ɑ n	sino
h wa t u	sino
h wa l ɑ ŋ	sino
h wa l jʌ	sino
h wa l jʌ k	sino
h wa m jʌ n	sino
h wa m u l	sino
h wa p u n	sino
h wa s ɑ	sino
h wa s ɑ n	sino
h wa s ɑ ŋ	sino
h wa s ʌ k	sino
h wa s ʌ ŋ	sino
h wa s u l	sino
h wa ja k	sino
h wa tɕ ɑ	sino
h wa tɕ ɑ ŋ	sino
h wa tɕ ɛ	sino
h wa tɕ ɛ	sino
h wa tɕʰ o	sino
h wa tʰ u	sino
h wa pʰ jɛ	sino
h wa h ɑ k	sino
h wa h ɑ p	sino
h wa h ɛ	sino
h wa k	native
h wa k t ɛ	sino
h wa k l ju l	sino
h wa k l i p	sino
h wa k p o	sino
h wa k s ɑ n	sino
h wa k i n	sino
h wa k tɕ ɑ ŋ	sino
h wa k tɕ ʌ ŋ	sino
h wa k tɕʰ u ŋ	sino
h wa n k ɑ k	sino
h wa n k ɑ p	sino
h wa n k jʌ ŋ	sino
h wa n k i	sino
h wa n m jʌ l	sino
h wa n s ɑ n	sino
h wa n s ɑ ŋ	sino
h wa n jʌ ŋ	sino
h wa n u ŋ	sino
h wa n wʌ n	sino
h wa n ju l	sino
h wa n tɕ ɑ	sino
h wa n tɕ ɑ ŋ	sino
h wa n h o	sino
h wa n h ɰi	sino
h wa l	native
h wa l t o ŋ	sino
h wa l l jʌ k	sino
h wa l s ʌ ŋ	sino
h wa l ja k	sino
h wa l jo ŋ	sino
h wa l tɕ ɑ	sino
h wa ŋ	sino
h wa ŋ k ɯ m	sino
h wa ŋ l ja ŋ	sino
h wa ŋ s ɛ k	sino
h wa ŋ ja	sino
h wa ŋ tɕ ɛ	sino
h wa ŋ pʰ jɛ	sino
h wa ŋ h o n	sino
h wa ŋ h o l	sino
h wɛ k ɑ p	sino
h wɛ k jʌ n	sino
h wɛ k jɛ	sino
h wɛ k o	sino
h wɛ k wa n	sino
h wɛ k wi	sino
h wɛ t ɑ m	sino
h wɛ t o ŋ	sino
h wɛ l ɑ ŋ	sino
h wɛ l o	sino
h wɛ p o k	sino
h wɛ p u	sino
h wɛ s ɑ	sino
h wɛ s ɑ ŋ	sino
h wɛ s ɛ k	sino
h wɛ s ɛ ŋ	sino
h wɛ s ʌ n	sino
h wɛ s u	sino
h wɛ wʌ n	sino
h wɛ ju	sino
h wɛ ɰi	sino
h wɛ tɕ ɑ ŋ	sino
h wɛ tɕ ʌ n	sino
h wɛ tɕʰ o l i	native
h wɛ pʰ i	sino
h wɛ h ɑ n	sino
h wɛ h wa	sino
h wɛ k t ɯ k	sino
h wɛ s s u	sino
h wɛ ŋ t ɑ n	sino
h wɛ ŋ l jʌ ŋ	sino
h wɛ ŋ s ʌ l s u s ʌ l	sino
h wɛ ŋ pʰ o	sino
h jo	sino
h jo k wa	sino
h jo n ɯ ŋ	sino
h jo t o	sino
h jo l jʌ k	sino
h jo s o	sino
h jo jo ŋ	sino
h jo ju l	sino
h jo tɕ ɑ	sino
h u	sino
h u k ɑ k	sino
h u k i	sino
h u t ɛ	sino
h u p ɑ n	sino
h u p ɑ ŋ	sino
h u p o	sino
h u p i	sino
h u s ɛ ŋ	sino
h u s ɛ	sino
h u s o k	sino
h u s o n	sino
h u jɛ	sino
h u wʌ n	sino
h u i l	sino
h u i m	sino
h u tɕ ɑ	sino
h u tɕ i n	sino
h u tɕʰ ʌ n	sino
h u tʰ wɛ	sino
h u h wɛ	sino
h u n	sino
h u n l jʌ n	sino
h u n l jʌ ŋ	sino
h u n tɕ ɑ ŋ	sino
h wɛ s o n	sino
h wi pʰ ɑ l ɑ m	native
h wi l tɕʰ ɛ ʌ	loan
h ju k ɑ	sino
h ju t ɛ	sino
h ju m ʌ n i tɕ ɯ m	loan
h ju s i k	sino
h ju ʌ p	sino
h ju i l	sino
h ju tɕ ʌ n	sino
h ju tɕ i	sino
h ju ŋ	native
h ju ŋ k i	sino
h ju ŋ n ɛ	native
h ɯ l ɯ m	native
h ɯ k p ɛ k	sino
h ɯ k s ɛ k	sino
h ɯ k i n	sino
h ɯ k tɕ ɑ	sino
h ɯ n tɕ ʌ k	sino
h ɯ l k	native
h ɯ m	sino
h ɯ p s u	sino
h ɯ p jʌ n	sino
h ɯ ŋ m i	sino
h ɯ ŋ p u n	sino
h ɯ ŋ tɕ ʌ ŋ	native
h ɯ ŋ h ɛ ŋ	sino
h ɰi	native
h ɰi k o k	sino
h ɰi k wi	sino
h ɰi k ɯ k	sino
h ɰi l o ŋ	sino
h ɰi m ɑ ŋ	sino
h ɰi s ɛ ŋ	sino
h ɰi s ʌ k	sino
h ɰi s u	sino
h ɰi jʌ l	sino
h i tʰ ɯ	loan
